,L,nh,x->y,y->x
0,1,2,-2.391897439956665,-2.3828184604644775
1,1,4,-2.258854389190674,-2.52881121635437
2,1,5,-2.2964463233947754,-2.5294737815856934
3,1,8,-2.370218515396118,-2.6407201290130615
4,1,10,-2.4331586360931396,-2.5611653327941895
5,2,2,-2.2332489490509033,-2.376579523086548
6,2,4,-2.1381027698516846,-2.2776923179626465
7,2,5,-2.035217523574829,-2.388286828994751
8,2,8,-2.0264291763305664,-2.3408093452453613
9,2,10,-2.1180906295776367,-2.8286936283111572
10,3,2,-2.2984089851379395,-2.339935302734375
11,3,4,-1.6162694692611694,-2.26582407951355
12,3,5,-1.7655549049377441,-2.4051148891448975
13,3,8,-1.91086745262146,-2.3225581645965576
14,3,10,-2.001054286956787,-2.3359415531158447
