,L,nh,x->y,y->x
0,1,2,-3.650707721710205,-3.58097767829895
1,1,4,-3.3619048595428467,-3.489236831665039
2,1,5,-4.36404275894165,-4.268901348114014
3,1,8,-4.693223476409912,-4.390527248382568
4,1,10,-4.2805705070495605,-4.138669490814209
5,2,2,-4.136942386627197,-4.020440101623535
6,2,4,-3.8170664310455322,-4.218986988067627
7,2,5,-4.825648784637451,-4.83016300201416
8,2,8,-5.675419807434082,-5.107888221740723
9,2,10,-5.149426460266113,-4.942951679229736
10,3,2,-4.101909160614014,-3.9898295402526855
11,3,4,-4.695134162902832,-4.9965314865112305
12,3,5,-5.506308555603027,-5.441511154174805
13,3,8,-6.117168426513672,-5.3416829109191895
14,3,10,-5.622642993927002,-5.4402079582214355
