,L,nh,x->y,y->x
0,1,2,-3.0825984477996826,-2.980245590209961
1,1,4,-2.5269088745117188,-2.8620705604553223
2,1,5,-3.590301275253296,-3.4483120441436768
3,1,8,-3.8290390968322754,-4.122093677520752
4,1,10,-3.983935832977295,-3.936251163482666
5,2,2,-3.4539859294891357,-3.809922218322754
6,2,4,-2.389526128768921,-3.0207128524780273
7,2,5,-3.480168342590332,-4.075414180755615
8,2,8,-4.252711772918701,-4.59039306640625
9,2,10,-4.731738567352295,-5.062175750732422
10,3,2,-2.9020931720733643,-3.826817512512207
11,3,4,-3.2813618183135986,-3.2337918281555176
12,3,5,-4.273359775543213,-4.741745471954346
13,3,8,-4.328301906585693,-4.397831439971924
14,3,10,-5.004851818084717,-5.495024681091309
