,L,nh,x->y,y->x
0,1,2,-3.949860095977783,-3.8061258792877197
1,1,4,-3.1173243522644043,-3.583285331726074
2,1,5,-4.294835090637207,-4.2523088455200195
3,1,8,-4.485886573791504,-4.96474552154541
4,1,10,-4.622408866882324,-4.366893291473389
5,2,2,-4.008410930633545,-4.391518592834473
6,2,4,-3.3206844329833984,-4.575595378875732
7,2,5,-4.221972942352295,-5.04361629486084
8,2,8,-5.236944675445557,-6.042835235595703
9,2,10,-5.217350006103516,-5.495443820953369
10,3,2,-3.5385472774505615,-4.619172096252441
11,3,4,-4.536309719085693,-4.703906536102295
12,3,5,-5.0678300857543945,-5.591937065124512
13,3,8,-5.80991792678833,-6.420351982116699
14,3,10,-5.612345218658447,-6.011614799499512
