,L,nh,x->y,y->x
0,1,2,-2.3352110385894775,-2.2718634605407715
1,1,4,-2.4699149131774902,-2.4644274711608887
2,1,5,-2.7414495944976807,-2.6811628341674805
3,1,8,-1.6393035650253296,-1.8508862257003784
4,1,10,-1.2294745445251465,-1.0004385709762573
5,2,2,-2.2164361476898193,-3.0842361450195312
6,2,4,-1.5468322038650513,-1.9727370738983154
7,2,5,-2.27250599861145,-2.1357851028442383
8,2,8,-1.6330162286758423,-2.0027718544006348
9,2,10,-0.901576578617096,-0.9537062644958496
10,3,2,-2.977811574935913,-1.904792070388794
11,3,4,-1.5211303234100342,-2.0669212341308594
12,3,5,-2.1378211975097656,-1.3898377418518066
13,3,8,-1.6451553106307983,-2.295609474182129
14,3,10,-1.5129371881484985,-1.5578771829605103
