,L,nh,x->y,y->x
0,1,2,-3.8106021881103516,-3.7479915618896484
1,1,4,-2.9712631702423096,-3.2726588249206543
2,1,5,-4.1328864097595215,-4.2181525230407715
3,1,8,-4.23117208480835,-4.745267391204834
4,1,10,-4.5166778564453125,-4.5719146728515625
5,2,2,-3.9929349422454834,-4.329067707061768
6,2,4,-3.1293623447418213,-4.049520015716553
7,2,5,-4.316013813018799,-4.9688239097595215
8,2,8,-4.948489189147949,-5.880568504333496
9,2,10,-5.095644950866699,-5.572642803192139
10,3,2,-3.582821846008301,-4.453011512756348
11,3,4,-4.499946117401123,-4.413027286529541
12,3,5,-5.0348896980285645,-5.563121795654297
13,3,8,-5.368100166320801,-6.287058353424072
14,3,10,-5.504727363586426,-6.035314559936523
