,L,nh,x->y,y->x
0,1,2,-2.815516948699951,-2.643737316131592
1,1,4,-3.3328497409820557,-3.521801710128784
2,1,5,-3.986234426498413,-3.8371171951293945
3,1,8,-4.509578227996826,-4.1357197761535645
4,1,10,-4.010970592498779,-3.7615880966186523
5,2,2,-4.097561359405518,-4.075525283813477
6,2,4,-3.569539785385132,-4.3118672370910645
7,2,5,-4.536453723907471,-4.576965808868408
8,2,8,-5.150613307952881,-4.437868118286133
9,2,10,-4.952113151550293,-4.627475261688232
10,3,2,-4.32088041305542,-4.392800807952881
11,3,4,-4.3185296058654785,-4.892007827758789
12,3,5,-5.327976703643799,-5.2432098388671875
13,3,8,-5.41243314743042,-4.420161724090576
14,3,10,-5.518311977386475,-5.218276500701904
