,L,nh,x->y,y->x
0,1,2,-4.165428161621094,-4.041158676147461
1,1,4,-3.31623911857605,-3.4892897605895996
2,1,5,-4.079296112060547,-4.254426956176758
3,1,8,-3.735849142074585,-5.036708354949951
4,1,10,-4.6156392097473145,-4.6311421394348145
5,2,2,-3.815843105316162,-4.317649841308594
6,2,4,-3.8056843280792236,-4.047780990600586
7,2,5,-3.8165714740753174,-4.840187072753906
8,2,8,-4.221953392028809,-5.90086030960083
9,2,10,-5.017210483551025,-5.972562313079834
10,3,2,-2.996300458908081,-4.478510856628418
11,3,4,-5.068976879119873,-3.7096714973449707
12,3,5,-4.508459568023682,-5.443305492401123
13,3,8,-4.659535884857178,-6.0454421043396
14,3,10,-5.250155925750732,-6.366437911987305
