,L,nh,x->y,y->x
0,1,2,-3.331103563308716,-3.3206324577331543
1,1,4,-3.3783440589904785,-3.557067394256592
2,1,5,-4.216140270233154,-4.106105327606201
3,1,8,-4.502377033233643,-4.495930194854736
4,1,10,-4.005702495574951,-3.9665303230285645
5,2,2,-3.987053394317627,-4.124475955963135
6,2,4,-3.949728488922119,-4.314752578735352
7,2,5,-4.5816144943237305,-4.681925296783447
8,2,8,-5.1482648849487305,-5.169342517852783
9,2,10,-4.92948055267334,-4.961751937866211
10,3,2,-4.081334114074707,-4.292117118835449
11,3,4,-4.695470333099365,-4.856546401977539
12,3,5,-5.3075456619262695,-5.351340293884277
13,3,8,-5.321151256561279,-5.255222797393799
14,3,10,-5.41077184677124,-5.466075897216797
