,L,nh,x->y,y->x
0,1,10,-3.341268301010132,-3.2971994876861572
1,1,18,-2.0787906646728516,-2.0256187915802
2,1,24,-1.0611050128936768,-1.3471081256866455
3,2,10,-3.9354660511016846,-3.8508341312408447
4,2,18,-2.0105950832366943,-1.9536162614822388
5,2,24,-0.799228847026825,-1.3700268268585205
6,3,10,-4.3155646324157715,-4.216842174530029
7,3,18,-2.2030959129333496,-2.042494297027588
8,3,24,-0.30774015188217163,-0.6045728325843811
