,L,nh,x->y,y->x
0,1,10,-3.0732059478759766,-3.0786619186401367
1,1,18,-2.9430744647979736,-2.9723548889160156
2,1,24,-2.956087827682495,-3.0654170513153076
3,2,10,-3.151040554046631,-3.2093465328216553
4,2,18,-2.9036900997161865,-3.002840042114258
5,2,24,-2.9061973094940186,-3.1164755821228027
6,3,10,-2.923987627029419,-2.9471681118011475
7,3,18,-2.901141881942749,-3.058788537979126
8,3,24,-2.912414073944092,-3.147214412689209
