,L,nh,x->y,y->x
0,1,2,-3.303640604019165,-3.635470151901245
1,1,4,-3.634650468826294,-3.208185911178589
2,1,5,-3.7939553260803223,-3.7642531394958496
3,1,8,-4.83155632019043,-3.9481959342956543
4,1,10,-4.413219928741455,-4.800420761108398
5,2,2,-4.645045280456543,-3.8724122047424316
6,2,4,-4.657236099243164,-3.573801279067993
7,2,5,-4.989940166473389,-3.4669675827026367
8,2,8,-5.778593063354492,-4.4385762214660645
9,2,10,-5.660053730010986,-5.250079154968262
10,3,2,-5.17254114151001,-3.159398078918457
11,3,4,-4.330916404724121,-4.55088996887207
12,3,5,-5.432137489318848,-4.4622697830200195
13,3,8,-5.7937822341918945,-4.962009429931641
14,3,10,-6.284194469451904,-5.694397926330566
