,L,nh,x->y,y->x
0,1,2,-2.3133480548858643,-2.3283684253692627
1,1,4,-4.0781779289245605,-4.081535339355469
2,1,5,-3.984238862991333,-3.9859392642974854
3,1,8,-4.382745742797852,-4.406482219696045
4,1,10,-3.219480276107788,-3.288470506668091
5,2,2,-3.7804722785949707,-3.812708854675293
6,2,4,-4.7531280517578125,-4.737860679626465
7,2,5,-4.210635185241699,-4.190864086151123
8,2,8,-4.556902885437012,-4.652866840362549
9,2,10,-4.198665618896484,-4.28085470199585
10,3,2,-4.167653560638428,-4.167792320251465
11,3,4,-4.866036415100098,-4.867095947265625
12,3,5,-4.819551467895508,-4.842945098876953
13,3,8,-4.4274115562438965,-4.492958068847656
14,3,10,-4.651879787445068,-4.749405860900879
