,L,nh,x->y,y->x
0,1,2,-2.202526092529297,-2.284451484680176
1,1,4,-4.948134899139404,-4.89452600479126
2,1,5,-4.367393970489502,-4.360555648803711
3,1,8,-4.8264031410217285,-4.850244045257568
4,1,10,-3.17632794380188,-3.2648568153381348
5,2,2,-3.8946890830993652,-3.8599767684936523
6,2,4,-6.312027931213379,-6.151595592498779
7,2,5,-4.608846187591553,-4.54858922958374
8,2,8,-5.114624977111816,-5.19853401184082
9,2,10,-4.330099582672119,-4.43023157119751
10,3,2,-4.600644588470459,-4.431715965270996
11,3,4,-6.054795742034912,-5.917777061462402
12,3,5,-5.209664821624756,-5.124876022338867
13,3,8,-5.132544994354248,-5.27243709564209
14,3,10,-4.847895622253418,-4.910158634185791
