,L,nh,x->y,y->x
0,1,2,-3.5410234928131104,-3.49440598487854
1,1,4,-2.9599084854125977,-3.367873430252075
2,1,5,-4.118070125579834,-4.199731826782227
3,1,8,-4.228997230529785,-4.6913275718688965
4,1,10,-4.428801536560059,-4.188632488250732
5,2,2,-3.94953989982605,-4.37567663192749
6,2,4,-3.0568788051605225,-4.344422340393066
7,2,5,-4.418575763702393,-5.153041839599609
8,2,8,-5.026810169219971,-5.673153877258301
9,2,10,-5.146810531616211,-5.165292739868164
10,3,2,-3.6256356239318848,-4.745906352996826
11,3,4,-4.487339496612549,-4.845715045928955
12,3,5,-5.296360969543457,-5.74266242980957
13,3,8,-5.517294406890869,-5.9972825050354
14,3,10,-5.6545281410217285,-5.692459583282471
