,L,nh,x->y,y->x
0,1,2,-2.7586753368377686,-2.9137449264526367
1,1,4,-3.756932020187378,-3.352348804473877
2,1,5,-3.5990872383117676,-3.7852823734283447
3,1,8,-4.231445789337158,-4.407122611999512
4,1,10,-3.231642961502075,-3.9395852088928223
5,2,2,-3.844609260559082,-3.6965272426605225
6,2,4,-4.336007595062256,-3.3881959915161133
7,2,5,-3.810009479522705,-3.6483566761016846
8,2,8,-4.566359043121338,-4.896177768707275
9,2,10,-4.2671685218811035,-4.890248775482178
10,3,2,-4.061814785003662,-3.510070323944092
11,3,4,-3.8141894340515137,-3.4964184761047363
12,3,5,-4.332984924316406,-4.466577529907227
13,3,8,-4.2797675132751465,-4.8738298416137695
14,3,10,-4.643287658691406,-5.24009370803833
