,L,nh,x->y,y->x
0,1,2,-5.077531337738037,-4.884018898010254
1,1,4,-3.215144634246826,-3.5567471981048584
2,1,5,-5.106851577758789,-4.59071159362793
3,1,8,-5.520958423614502,-4.287950038909912
4,1,10,-5.034131050109863,-4.514236927032471
5,2,2,-4.091366767883301,-4.0595383644104
6,2,4,-3.9313652515411377,-4.275842666625977
7,2,5,-5.28472375869751,-4.9034905433654785
8,2,8,-7.444427490234375,-5.049260139465332
9,2,10,-6.08562707901001,-4.847837448120117
10,3,2,-3.60377836227417,-3.4767990112304688
11,3,4,-4.504988670349121,-5.9577131271362305
12,3,5,-5.936982154846191,-5.251442909240723
13,3,8,-8.1522855758667,-5.7072601318359375
14,3,10,-6.407423496246338,-5.122452259063721
