,L,nh,x->y,y->x
0,1,2,-3.115056037902832,-3.1407968997955322
1,1,4,-2.977261781692505,-3.0995724201202393
2,1,5,-3.603938102722168,-3.8370206356048584
3,1,8,-3.786890983581543,-4.4103546142578125
4,1,10,-3.862844467163086,-3.9600069522857666
5,2,2,-3.5794055461883545,-3.8042590618133545
6,2,4,-3.2425501346588135,-3.283606767654419
7,2,5,-3.639381170272827,-4.063702583312988
8,2,8,-4.208564281463623,-5.0423359870910645
9,2,10,-4.610252380371094,-5.028412342071533
10,3,2,-3.1400721073150635,-3.7310843467712402
11,3,4,-3.7396140098571777,-3.407183885574341
12,3,5,-4.300952911376953,-4.822465419769287
13,3,8,-4.216023921966553,-5.020895481109619
14,3,10,-4.911798477172852,-5.4240570068359375
