,L,nh,x->y,y->x
0,1,2,-2.5319390296936035,-2.6170544624328613
1,1,4,-4.321341037750244,-4.015153884887695
2,1,5,-4.055749416351318,-4.107756614685059
3,1,8,-4.632766246795654,-4.6593146324157715
4,1,10,-3.390773057937622,-3.687713146209717
5,2,2,-4.042471885681152,-3.9011459350585938
6,2,4,-5.470019817352295,-4.609745025634766
7,2,5,-4.391849040985107,-4.081695079803467
8,2,8,-5.076842784881592,-5.203298091888428
9,2,10,-4.471801280975342,-4.8412394523620605
10,3,2,-4.559646129608154,-4.142552852630615
11,3,4,-5.11600923538208,-4.775318622589111
12,3,5,-4.952176570892334,-4.826459884643555
13,3,8,-4.915574073791504,-5.28181266784668
14,3,10,-4.968047142028809,-5.2693562507629395
