,L,nh,x->y,y->x
0,1,10,-3.811176061630249,-3.9138600826263428
1,1,18,-4.67837381362915,-4.58652925491333
2,1,24,-6.999230861663818,-7.601133346557617
3,2,10,-5.276562690734863,-5.3270487785339355
4,2,18,-4.330331802368164,-4.418499946594238
5,2,24,-3.2858588695526123,-3.307204484939575
6,3,10,-7.925992012023926,-7.850884914398193
7,3,18,-5.088875770568848,-5.114388465881348
8,3,24,-9.256749153137207,-10.283516883850098
