,L,nh,x->y,y->x
0,1,2,-2.5483217239379883,-2.594414710998535
1,1,4,-2.6825456619262695,-2.6250531673431396
2,1,5,-3.0247931480407715,-2.9174869060516357
3,1,8,-3.042304277420044,-2.8543481826782227
4,1,10,-3.0046775341033936,-2.8959755897521973
5,2,2,-2.6354613304138184,-2.642881155014038
6,2,4,-2.4284560680389404,-2.478175163269043
7,2,5,-2.966881513595581,-2.775538444519043
8,2,8,-2.775735855102539,-2.671266794204712
9,2,10,-3.5083072185516357,-3.4006245136260986
10,3,2,-2.454486846923828,-2.470245599746704
11,3,4,-2.360933542251587,-2.427842855453491
12,3,5,-3.0322983264923096,-2.9286386966705322
13,3,8,-3.061066150665283,-2.932262659072876
14,3,10,-3.3302078247070312,-3.2238047122955322
