,L,nh,x->y,y->x
0,1,2,-2.6430373191833496,-2.7456037998199463
1,1,4,-3.336216688156128,-3.1612589359283447
2,1,5,-3.5418386459350586,-3.6556944847106934
3,1,8,-4.033662796020508,-4.092158317565918
4,1,10,-3.1854212284088135,-3.563375234603882
5,2,2,-3.612975835800171,-3.562532901763916
6,2,4,-3.6307907104492188,-3.0867362022399902
7,2,5,-3.7903523445129395,-3.647737741470337
8,2,8,-4.3201446533203125,-4.513559818267822
9,2,10,-4.118381977081299,-4.476747989654541
10,3,2,-3.6847379207611084,-3.362863540649414
11,3,4,-3.580427408218384,-3.4330930709838867
12,3,5,-4.306736469268799,-4.348550796508789
13,3,8,-3.992927312850952,-4.3641557693481445
14,3,10,-4.485261917114258,-4.817157745361328
