,L,nh,x->y,y->x
0,1,2,-2.4638538360595703,-2.515573024749756
1,1,4,-2.5619654655456543,-2.5132150650024414
2,1,5,-2.903308153152466,-2.875373601913452
3,1,8,-2.8954341411590576,-3.0437440872192383
4,1,10,-2.843244791030884,-2.8695366382598877
5,2,2,-2.514949321746826,-2.5831470489501953
6,2,4,-2.2648134231567383,-2.3274190425872803
7,2,5,-2.8071444034576416,-2.6967971324920654
8,2,8,-2.6296143531799316,-3.058241605758667
9,2,10,-3.378676176071167,-3.3670883178710938
10,3,2,-2.302769899368286,-2.348855495452881
11,3,4,-2.2252659797668457,-2.313594341278076
12,3,5,-2.8982272148132324,-2.8649959564208984
13,3,8,-2.9064393043518066,-3.5415897369384766
14,3,10,-3.201848268508911,-3.2126059532165527
