,L,nh,x->y,y->x
0,1,10,-3.686197519302368,-3.657870054244995
1,1,18,-2.998570203781128,-3.0191338062286377
2,1,24,-3.87542462348938,-3.734431028366089
3,2,10,-4.459139823913574,-4.423459529876709
4,2,18,-2.997880458831787,-3.0281922817230225
5,2,24,-3.7063686847686768,-3.5031309127807617
6,3,10,-4.893627643585205,-4.86020040512085
7,3,18,-3.195552110671997,-3.23195743560791
8,3,24,-5.022148132324219,-4.692770481109619
