,L,nh,x->y,y->x
0,1,2,-3.3488845825195312,-3.615447521209717
1,1,4,-3.5744941234588623,-3.182699203491211
2,1,5,-3.7965385913848877,-3.76192045211792
3,1,8,-4.840256214141846,-3.8814356327056885
4,1,10,-4.389489650726318,-4.753392219543457
5,2,2,-4.626772403717041,-3.876702308654785
6,2,4,-4.553356647491455,-3.5141830444335938
7,2,5,-4.959514141082764,-3.520487070083618
8,2,8,-5.792729377746582,-4.329654216766357
9,2,10,-5.703672885894775,-5.173935413360596
10,3,2,-5.139964580535889,-3.1695079803466797
11,3,4,-4.24172306060791,-4.531075477600098
12,3,5,-5.436331272125244,-4.508972644805908
13,3,8,-5.839415550231934,-4.641798496246338
14,3,10,-6.268653869628906,-5.646195888519287
