,L,nh,x->y,y->x
0,1,2,-3.567704916000366,-3.475024700164795
1,1,4,-3.516077995300293,-3.384399175643921
2,1,5,-3.4465322494506836,-3.482051134109497
3,1,8,-3.492420196533203,-3.467245101928711
4,1,10,-3.4679901599884033,-3.4266979694366455
5,2,2,-3.539173126220703,-3.4622504711151123
6,2,4,-3.514331579208374,-3.4853525161743164
7,2,5,-3.4753644466400146,-3.501386880874634
8,2,8,-3.4971060752868652,-3.5046887397766113
9,2,10,-3.4870753288269043,-3.4995269775390625
10,3,2,-3.51147198677063,-3.4575631618499756
11,3,4,-3.4982855319976807,-3.4854650497436523
12,3,5,-3.501591920852661,-3.51701021194458
13,3,8,-3.489506721496582,-3.4875574111938477
14,3,10,-3.4834487438201904,-3.4856855869293213
