,L,nh,x->y,y->x
0,1,10,-3.0894358158111572,-3.1369779109954834
1,1,18,-4.3434553146362305,-4.432160377502441
2,1,24,-4.509494304656982,-3.6993019580841064
3,2,10,-5.073940753936768,-5.0612077713012695
4,2,18,-4.152243614196777,-4.079457759857178
5,2,24,-2.921947717666626,-2.9667935371398926
6,3,10,-7.232272148132324,-7.389788627624512
7,3,18,-4.778283596038818,-4.786266326904297
8,3,24,-7.286952972412109,-5.79522705078125
