,L,nh,x->y,y->x
0,1,2,-2.8605849742889404,-2.9459166526794434
1,1,4,-2.861607551574707,-2.95288348197937
2,1,5,-2.923325777053833,-2.9254653453826904
3,1,8,-2.9161975383758545,-3.0344901084899902
4,1,10,-2.968740701675415,-2.905106544494629
5,2,2,-2.891843557357788,-2.997021436691284
6,2,4,-2.855756998062134,-2.905042886734009
7,2,5,-2.877443790435791,-2.882234573364258
8,2,8,-2.8686764240264893,-2.9035263061523438
9,2,10,-2.9934167861938477,-2.986337423324585
10,3,2,-2.885098695755005,-2.950146436691284
11,3,4,-2.86206316947937,-2.923475742340088
12,3,5,-2.8429906368255615,-2.9388585090637207
13,3,8,-2.8685567378997803,-2.900221347808838
14,3,10,-2.854135274887085,-2.851104736328125
