,L,nh,x->y,y->x
0,1,2,-2.3016855716705322,-2.461867332458496
1,1,4,-4.255225658416748,-3.974853992462158
2,1,5,-3.969844341278076,-4.0575971603393555
3,1,8,-4.440003395080566,-4.52837610244751
4,1,10,-3.2340688705444336,-3.5601418018341064
5,2,2,-3.91847825050354,-3.799678325653076
6,2,4,-5.254069805145264,-4.48234224319458
7,2,5,-4.350983142852783,-3.9974160194396973
8,2,8,-4.653833866119385,-4.982638359069824
9,2,10,-4.278574466705322,-4.626095771789551
10,3,2,-4.43119478225708,-4.009746551513672
11,3,4,-5.056570529937744,-4.711265563964844
12,3,5,-4.90854549407959,-4.738927364349365
13,3,8,-4.368056297302246,-4.953027248382568
14,3,10,-4.812395095825195,-5.10168981552124
