,L,nh,x->y,y->x
0,1,10,-2.858107566833496,-3.2235941886901855
1,1,18,-2.5908994674682617,-2.903249502182007
2,1,24,-2.8429441452026367,-3.536022901535034
3,2,10,-3.274331569671631,-3.7660844326019287
4,2,18,-2.3711631298065186,-2.7780134677886963
5,2,24,-2.535313606262207,-3.3863871097564697
6,3,10,-3.156338930130005,-3.635364532470703
7,3,18,-2.2766382694244385,-2.721346616744995
8,3,24,-2.703723669052124,-3.555701732635498
