,L,nh,x->y,y->x
0,1,2,-4.542604446411133,-4.630247116088867
1,1,4,-4.540268898010254,-4.790693759918213
2,1,5,-3.8737974166870117,-3.732135534286499
3,1,8,-3.464179515838623,-2.9967141151428223
4,1,10,-3.2086265087127686,-2.9863314628601074
5,2,2,-4.429320812225342,-4.4517011642456055
6,2,4,-4.2446112632751465,-4.1405110359191895
7,2,5,-3.916494131088257,-4.040188789367676
8,2,8,-4.0352606773376465,-3.8779585361480713
9,2,10,-3.155956983566284,-3.1167445182800293
10,3,2,-4.292158603668213,-4.749757766723633
11,3,4,-4.43303918838501,-4.002127647399902
12,3,5,-4.264163494110107,-4.094877243041992
13,3,8,-4.307284355163574,-4.203438758850098
14,3,10,-4.289545059204102,-4.3141679763793945
